date,death,cvd,resp
1989-12-11,136,58,11
1989-12-12,125,60,11
1989-12-13,122,55,9
1989-12-14,126,48,9
1989-12-15,105,52,14
1989-12-16,129,53,14
1989-12-17,123,67,10
1989-12-18,156,73,17
1989-12-19,160,75,15
1989-12-20,121,57,13
1989-12-21,157,77,15
1989-12-22,163,74,20
1989-12-23,156,72,11
1989-12-24,136,68,15
1989-12-25,155,77,17
1989-12-26,160,81,15
1989-12-27,169,75,17
1989-12-28,157,70,17
1989-12-29,172,74,16
1989-12-30,155,73,17
1989-12-31,186,88,18
1990-01-01,157,74,21
1990-01-02,168,73,18
1990-01-03,166,78,24
1990-01-04,140,60,20
1990-01-05,150,68,19
1990-01-06,156,67,21
1990-01-07,146,56,26
1990-01-08,133,64,18
1990-01-09,168,68,34
1990-01-10,148,67,14
1990-01-11,157,72,21
1990-01-12,155,72,14
1990-01-13,121,51,15
1990-01-14,130,61,17
1990-01-15,135,60,19
1990-01-16,150,61,19
1990-01-17,138,64,9
1990-01-18,111,49,9
1990-01-19,118,58,9
1990-01-20,137,51,23
1990-01-21,120,58,9
1990-01-22,134,59,13
1990-01-23,117,62,13
1990-01-24,129,60,14
1990-01-25,133,55,13
1990-01-26,105,53,11
1990-01-27,104,44,10
1990-01-28,116,59,9
1990-01-29,112,49,12
1990-01-30,129,55,12
1990-01-31,122,60,13
1990-02-01,119,55,13
1990-02-02,132,58,12
1990-02-03,129,53,12
1990-02-04,119,52,7
1990-02-05,116,57,10
1990-02-06,125,48,12
1990-02-07,116,48,10
1990-02-08,124,57,13
1990-02-09,99,46,12
1990-02-10,132,62,7
1990-02-11,131,60,8
1990-02-12,135,52,11
1990-02-13,143,64,15
1990-02-14,120,63,7
1990-02-15,149,75,16
1990-02-16,140,64,11
1990-02-17,114,58,8
1990-02-18,131,54,16
1990-02-19,124,60,8
1990-02-20,104,50,5
1990-02-21,108,49,9
1990-02-22,115,52,8
1990-02-23,135,60,7
1990-02-24,117,58,12
1990-02-25,100,39,11
1990-02-26,131,61,8
1990-02-27,119,51,10
1990-02-28,122,54,10
1990-03-01,123,53,11
1990-03-02,133,61,11
1990-03-03,115,50,10
1990-03-04,121,57,8
1990-03-05,143,63,13
1990-03-06,112,56,6
1990-03-07,99,47,5
1990-03-08,115,48,10
1990-03-09,113,48,11
1990-03-10,135,71,11
1990-03-11,121,50,6
1990-03-12,142,56,12
1990-03-13,127,61,14
1990-03-14,112,51,9
1990-03-15,116,52,10
1990-03-16,111,41,11
1990-03-17,126,59,7
1990-03-18,128,51,9
1990-03-19,123,59,10
1990-03-20,123,50,11
1990-03-21,114,43,7
1990-03-22,121,67,5
1990-03-23,106,46,11
1990-03-24,111,46,11
1990-03-25,108,34,16
1990-03-26,126,54,11
1990-03-27,100,50,7
1990-03-28,127,55,13
1990-03-29,103,42,8
1990-03-30,107,52,7
1990-03-31,92,42,11
1990-04-01,103,38,6
1990-04-02,127,61,12
1990-04-03,128,55,6
1990-04-04,99,42,7
1990-04-05,120,57,8
1990-04-06,107,57,3
1990-04-07,118,44,11
1990-04-08,92,48,5
1990-04-09,155,81,7
1990-04-10,125,54,11
1990-04-11,114,48,12
1990-04-12,116,52,5
1990-04-13,155,70,10
1990-04-14,98,42,8
1990-04-15,103,38,5
1990-04-16,116,58,7
1990-04-17,106,48,13
1990-04-18,108,51,8
1990-04-19,114,51,4
1990-04-20,113,58,8
1990-04-21,102,48,5
1990-04-22,103,53,7
1990-04-23,112,49,7
1990-04-24,118,49,18
1990-04-25,106,50,12
1990-04-26,140,70,5
1990-04-27,114,53,10
1990-04-28,117,52,8
1990-04-29,115,54,7
1990-04-30,116,43,5
1990-05-01,101,43,11
1990-05-02,119,41,7
1990-05-03,117,46,12
1990-05-04,116,47,11
1990-05-05,109,45,6
1990-05-06,110,46,9
1990-05-07,114,49,10
1990-05-08,115,45,7
1990-05-09,125,59,16
1990-05-10,109,51,3
1990-05-11,115,55,9
1990-05-12,114,57,6
1990-05-13,109,39,9
1990-05-14,110,50,9
1990-05-15,103,48,10
1990-05-16,131,62,9
1990-05-17,120,54,6
1990-05-18,92,44,5
1990-05-19,133,53,14
1990-05-20,101,36,7
1990-05-21,102,43,5
1990-05-22,107,53,6
1990-05-23,109,41,8
1990-05-24,112,48,14
1990-05-25,126,58,9
1990-05-26,107,31,7
1990-05-27,110,54,8
1990-05-28,106,42,14
1990-05-29,113,44,9
1990-05-30,110,47,15
1990-05-31,120,51,7
1990-06-01,95,37,9
1990-06-02,140,61,12
1990-06-03,119,50,12
1990-06-04,114,40,8
1990-06-05,116,50,6
1990-06-06,123,50,7
1990-06-07,117,47,10
1990-06-08,121,53,15
1990-06-09,114,53,9
1990-06-10,115,49,11
1990-06-11,103,48,12
1990-06-12,118,45,11
1990-06-13,125,53,14
1990-06-14,97,46,6
1990-06-15,100,49,9
1990-06-16,102,43,4
1990-06-17,105,50,10
1990-06-18,121,55,7
1990-06-19,107,53,9
1990-06-20,104,47,4
1990-06-21,105,44,4
1990-06-22,112,53,7
1990-06-23,118,54,10
1990-06-24,104,46,9
1990-06-25,112,47,3
1990-06-26,99,41,9
1990-06-27,101,36,10
1990-06-28,119,42,18
1990-06-29,115,37,15
1990-06-30,97,46,5
1990-07-01,106,44,4
1990-07-02,97,47,1
1990-07-03,120,57,9
1990-07-04,106,40,6
1990-07-05,111,45,5
1990-07-06,97,33,8
1990-07-07,108,44,6
1990-07-08,106,42,6
1990-07-09,107,39,11
1990-07-10,102,42,8
1990-07-11,124,43,7
1990-07-12,118,51,14
1990-07-13,89,32,7
1990-07-14,98,48,6
1990-07-15,105,47,12
1990-07-16,91,32,4
1990-07-17,104,46,8
1990-07-18,104,54,4
1990-07-19,111,39,8
1990-07-20,96,42,2
1990-07-21,106,48,6
1990-07-22,97,40,3
1990-07-23,103,41,7
1990-07-24,108,52,6
1990-07-25,101,44,7
1990-07-26,96,36,10
1990-07-27,123,56,10
1990-07-28,125,56,8
1990-07-29,103,41,7
1990-07-30,111,54,12
1990-07-31,96,43,5
1990-08-01,100,35,4
1990-08-02,110,48,5
1990-08-03,111,53,6
1990-08-04,114,46,9
1990-08-05,133,64,8
1990-08-06,83,39,7
1990-08-07,102,46,7
1990-08-08,101,41,10
1990-08-09,100,41,10
1990-08-10,118,55,8
1990-08-11,115,55,8
1990-08-12,119,42,14
1990-08-13,117,49,7
1990-08-14,98,39,6
1990-08-15,108,40,6
1990-08-16,114,45,4
1990-08-17,96,39,7
1990-08-18,117,59,5
1990-08-19,103,47,4
1990-08-20,105,43,6
1990-08-21,118,43,6
1990-08-22,110,44,8
1990-08-23,105,47,7
1990-08-24,105,42,10
1990-08-25,122,52,12
1990-08-26,110,43,7
1990-08-27,101,39,12
1990-08-28,125,45,9
1990-08-29,93,37,11
1990-08-30,114,45,9
1990-08-31,111,57,11
1990-09-01,94,40,8
1990-09-02,116,51,14
1990-09-03,116,40,10
1990-09-04,121,51,8
1990-09-05,106,56,5
1990-09-06,90,47,3
1990-09-07,103,52,5
1990-09-08,127,56,15
1990-09-09,105,43,6
1990-09-10,112,55,8
1990-09-11,104,44,7
1990-09-12,109,43,4
1990-09-13,105,43,7
1990-09-14,123,48,7
1990-09-15,105,44,7
1990-09-16,100,41,4
1990-09-17,106,55,6
1990-09-18,113,52,7
1990-09-19,117,50,5
1990-09-20,121,46,8
1990-09-21,129,54,6
1990-09-22,113,59,3
1990-09-23,97,38,3
1990-09-24,103,40,10
1990-09-25,120,51,3
1990-09-26,128,55,4
1990-09-27,108,57,10
1990-09-28,127,53,10
1990-09-29,112,48,5
1990-09-30,108,45,8
1990-10-01,110,51,10
1990-10-02,104,43,10
1990-10-03,122,61,10
1990-10-04,119,60,6
1990-10-05,117,43,8
1990-10-06,107,45,6
1990-10-07,92,39,7
1990-10-08,115,59,7
1990-10-09,114,45,10
1990-10-10,109,41,10
1990-10-11,113,48,12
1990-10-12,134,60,9
1990-10-13,106,50,5
1990-10-14,132,46,7
1990-10-15,122,50,8
1990-10-16,116,46,3
1990-10-17,121,47,8
1990-10-18,119,68,9
1990-10-19,118,53,11
1990-10-20,133,53,11
1990-10-21,103,44,8
1990-10-22,107,48,4
1990-10-23,122,51,10
1990-10-24,112,46,15
1990-10-25,101,43,4
1990-10-26,110,50,9
1990-10-27,122,51,10
1990-10-28,114,49,13
1990-10-29,108,42,8
1990-10-30,138,59,15
1990-10-31,123,52,5
1990-11-01,104,52,9
1990-11-02,121,52,11
1990-11-03,116,50,13
1990-11-04,109,38,7
1990-11-05,113,53,9
1990-11-06,109,59,6
1990-11-07,131,58,12
1990-11-08,128,58,17
1990-11-09,119,56,8
1990-11-10,96,41,8
1990-11-11,108,55,8
1990-11-12,126,60,7
1990-11-13,115,42,11
1990-11-14,122,55,12
1990-11-15,128,55,5
1990-11-16,99,38,8
1990-11-17,114,44,13
1990-11-18,107,45,5
1990-11-19,122,61,7
1990-11-20,125,57,13
1990-11-21,136,56,11
1990-11-22,109,40,9
1990-11-23,102,36,10
1990-11-24,105,40,7
1990-11-25,126,62,8
1990-11-26,114,45,10
1990-11-27,122,54,14
1990-11-28,111,57,5
1990-11-29,115,56,5
1990-11-30,108,51,7
1990-12-01,89,33,9
1990-12-02,110,56,6
1990-12-03,108,55,8
1990-12-04,121,49,8
1990-12-05,112,50,5
1990-12-06,104,49,6
1990-12-07,121,51,11
1990-12-08,128,52,10
1990-12-09,132,49,10
1990-12-10,116,51,13
1990-12-11,123,60,10
1990-12-12,120,51,8
1990-12-13,98,42,6
1990-12-14,127,55,9
1990-12-15,111,55,6
1990-12-16,122,65,5
1990-12-17,131,58,5
1990-12-18,112,54,10
1990-12-19,112,48,9
1990-12-20,111,48,11
1990-12-21,110,51,8
1990-12-22,132,54,9
1990-12-23,120,65,6
1990-12-24,133,63,10
1990-12-25,128,48,14
1990-12-26,124,55,9
1990-12-27,119,52,6
1990-12-28,135,57,11
1990-12-29,118,56,15
1990-12-30,149,70,15
1990-12-31,119,56,10
1991-01-01,138,56,12
1991-01-02,113,52,7
1991-01-03,129,62,9
1991-01-04,133,62,7
1991-01-05,143,65,18
1991-01-06,113,58,6
1991-01-07,111,52,4
1991-01-08,141,72,12
1991-01-09,114,46,9
1991-01-10,126,57,12
1991-01-11,120,60,9
1991-01-12,110,58,7
1991-01-13,98,46,7
1991-01-14,109,49,8
1991-01-15,135,61,9
1991-01-16,133,62,15
1991-01-17,117,56,7
1991-01-18,132,64,8
1991-01-19,127,62,11
1991-01-20,122,58,9
1991-01-21,132,63,14
1991-01-22,131,60,8
1991-01-23,123,54,12
1991-01-24,122,49,17
1991-01-25,137,67,10
1991-01-26,135,53,13
1991-01-27,131,61,15
1991-01-28,146,72,11
1991-01-29,118,47,9
1991-01-30,131,53,8
1991-01-31,135,57,12
1991-02-01,144,69,10
1991-02-02,135,68,9
1991-02-03,131,57,10
1991-02-04,126,49,13
1991-02-05,123,65,10
1991-02-06,128,56,13
1991-02-07,111,48,9
1991-02-08,139,60,18
1991-02-09,146,65,12
1991-02-10,119,57,17
1991-02-11,136,73,8
1991-02-12,129,62,13
1991-02-13,121,46,18
1991-02-14,146,71,11
1991-02-15,135,54,16
1991-02-16,120,53,9
1991-02-17,124,56,8
1991-02-18,123,54,11
1991-02-19,126,61,12
1991-02-20,138,60,15
1991-02-21,121,59,12
1991-02-22,131,66,7
1991-02-23,114,50,8
1991-02-24,106,45,9
1991-02-25,139,72,13
1991-02-26,121,57,14
1991-02-27,125,49,12
1991-02-28,128,55,15
1991-03-01,124,57,10
1991-03-02,125,48,17
1991-03-03,136,50,8
1991-03-04,111,41,14
1991-03-05,135,56,18
1991-03-06,125,57,9
1991-03-07,116,45,17
1991-03-08,105,47,8
1991-03-09,120,54,11
1991-03-10,117,50,13
1991-03-11,146,66,9
1991-03-12,127,62,7
1991-03-13,121,60,7
1991-03-14,139,64,8
1991-03-15,115,46,10
1991-03-16,118,48,10
1991-03-17,118,53,16
1991-03-18,137,60,12
1991-03-19,128,64,12
1991-03-20,103,47,8
1991-03-21,117,58,8
1991-03-22,127,48,11
1991-03-23,105,46,8
1991-03-24,104,46,13
1991-03-25,130,66,13
1991-03-26,135,59,19
1991-03-27,126,52,11
1991-03-28,128,64,12
1991-03-29,132,52,11
1991-03-30,128,62,5
1991-03-31,103,56,3
1991-04-01,127,67,13
1991-04-02,110,58,9
1991-04-03,128,65,6
1991-04-04,112,54,7
1991-04-05,109,53,10
1991-04-06,106,48,6
1991-04-07,95,51,9
1991-04-08,106,47,7
1991-04-09,118,45,10
1991-04-10,113,48,6
1991-04-11,121,59,12
1991-04-12,110,48,7
1991-04-13,102,46,7
1991-04-14,125,59,7
1991-04-15,123,54,5
1991-04-16,116,47,12
1991-04-17,110,56,3
1991-04-18,107,43,7
1991-04-19,104,51,4
1991-04-20,119,54,10
1991-04-21,109,47,10
1991-04-22,119,54,11
1991-04-23,119,48,8
1991-04-24,116,51,10
1991-04-25,108,54,7
1991-04-26,112,51,11
1991-04-27,122,56,9
1991-04-28,100,34,16
1991-04-29,112,48,12
1991-04-30,107,45,5
1991-05-01,107,50,9
1991-05-02,126,57,12
1991-05-03,99,52,5
1991-05-04,121,73,11
1991-05-05,99,34,11
1991-05-06,112,61,6
1991-05-07,116,53,9
1991-05-08,114,50,9
1991-05-09,135,59,11
1991-05-10,114,49,10
1991-05-11,119,62,12
1991-05-12,126,51,14
1991-05-13,131,61,7
1991-05-14,111,58,5
1991-05-15,106,36,13
1991-05-16,123,55,5
1991-05-17,122,58,6
1991-05-18,104,46,6
1991-05-19,101,34,9
1991-05-20,110,51,11
1991-05-21,112,62,6
1991-05-22,102,40,7
1991-05-23,115,56,7
1991-05-24,112,43,8
1991-05-25,98,36,8
1991-05-26,108,51,4
1991-05-27,108,53,9
1991-05-28,106,40,7
1991-05-29,116,49,15
1991-05-30,117,48,7
1991-05-31,107,40,7
1991-06-01,112,51,14
1991-06-02,94,32,7
1991-06-03,120,48,11
1991-06-04,82,36,11
1991-06-05,121,55,8
1991-06-06,105,48,7
1991-06-07,118,48,10
1991-06-08,127,63,7
1991-06-09,115,54,8
1991-06-10,97,41,8
1991-06-11,118,53,9
1991-06-12,114,53,10
1991-06-13,112,48,9
1991-06-14,95,40,7
1991-06-15,104,40,7
1991-06-16,94,36,7
1991-06-17,108,41,5
1991-06-18,126,47,8
1991-06-19,118,49,4
1991-06-20,111,44,9
1991-06-21,96,40,4
1991-06-22,110,42,9
1991-06-23,101,41,7
1991-06-24,113,49,11
1991-06-25,121,47,5
1991-06-26,108,40,12
1991-06-27,117,46,7
1991-06-28,99,38,9
1991-06-29,107,45,8
1991-06-30,118,52,11
1991-07-01,125,61,10
1991-07-02,111,41,6
1991-07-03,129,59,12
1991-07-04,101,38,11
1991-07-05,129,63,15
1991-07-06,125,54,16
1991-07-07,97,46,5
1991-07-08,106,45,7
1991-07-09,103,47,6
1991-07-10,108,51,4
1991-07-11,97,47,4
1991-07-12,99,44,3
1991-07-13,100,41,5
1991-07-14,78,32,6
1991-07-15,102,51,8
1991-07-16,134,49,12
1991-07-17,119,43,5
1991-07-18,117,35,10
1991-07-19,121,55,3
1991-07-20,130,56,9
1991-07-21,98,49,4
1991-07-22,126,63,9
1991-07-23,121,48,9
1991-07-24,130,51,4
1991-07-25,107,35,15
1991-07-26,111,46,8
1991-07-27,103,49,3
1991-07-28,98,40,7
1991-07-29,102,51,2
1991-07-30,108,61,6
1991-07-31,105,42,9
1991-08-01,126,49,9
1991-08-02,108,44,6
1991-08-03,103,47,11
1991-08-04,105,51,7
1991-08-05,95,44,4
1991-08-06,98,39,7
1991-08-07,100,37,7
1991-08-08,117,47,9
1991-08-09,108,49,10
1991-08-10,108,39,9
1991-08-11,97,40,7
1991-08-12,116,57,7
1991-08-13,123,60,5
1991-08-14,109,41,12
1991-08-15,113,42,4
1991-08-16,106,47,12
1991-08-17,113,55,5
1991-08-18,119,47,9
1991-08-19,101,36,6
1991-08-20,102,45,9
1991-08-21,110,43,10
1991-08-22,109,43,7
1991-08-23,107,47,7
1991-08-24,116,54,5
1991-08-25,101,35,10
1991-08-26,108,41,9
1991-08-27,97,44,8
1991-08-28,93,42,11
1991-08-29,113,34,8
1991-08-30,109,43,7
1991-08-31,107,41,7
1991-09-01,100,45,4
1991-09-02,89,35,8
1991-09-03,102,40,6
1991-09-04,110,51,9
1991-09-05,99,50,5
1991-09-06,111,51,7
1991-09-07,117,46,4
1991-09-08,111,46,11
1991-09-09,110,49,5
1991-09-10,102,43,13
1991-09-11,94,33,5
1991-09-12,104,39,9
1991-09-13,127,41,7
1991-09-14,116,37,10
1991-09-15,102,44,11
1991-09-16,97,40,7
1991-09-17,97,42,9
1991-09-18,92,52,5
1991-09-19,94,49,7
1991-09-20,117,59,4
1991-09-21,120,38,10
1991-09-22,107,47,8
1991-09-23,114,43,7
1991-09-24,116,48,3
1991-09-25,131,60,12
1991-09-26,119,56,10
1991-09-27,96,48,7
1991-09-28,107,39,9
1991-09-29,115,57,7
1991-09-30,126,56,10
1991-10-01,106,52,7
1991-10-02,126,65,7
1991-10-03,118,47,5
1991-10-04,109,50,8
1991-10-05,127,66,9
1991-10-06,126,58,5
1991-10-07,116,49,6
1991-10-08,114,38,9
1991-10-09,124,53,8
1991-10-10,114,54,12
1991-10-11,136,61,9
1991-10-12,101,43,9
1991-10-13,104,48,4
1991-10-14,116,52,6
1991-10-15,125,59,13
1991-10-16,113,54,11
1991-10-17,127,59,13
1991-10-18,94,37,7
1991-10-19,111,50,5
1991-10-20,89,36,10
1991-10-21,112,49,10
1991-10-22,127,55,8
1991-10-23,110,53,9
1991-10-24,117,54,7
1991-10-25,124,58,8
1991-10-26,141,58,11
1991-10-27,119,58,16
1991-10-28,117,46,10
1991-10-29,117,66,7
1991-10-30,111,47,5
1991-10-31,92,43,9
1991-11-01,113,52,11
1991-11-02,120,63,8
1991-11-03,122,53,8
1991-11-04,127,53,15
1991-11-05,141,77,13
1991-11-06,104,47,8
1991-11-07,127,56,17
1991-11-08,106,45,8
1991-11-09,127,49,11
1991-11-10,137,66,9
1991-11-11,131,51,9
1991-11-12,119,52,12
1991-11-13,118,63,4
1991-11-14,111,55,3
1991-11-15,115,56,5
1991-11-16,110,53,5
1991-11-17,111,43,11
1991-11-18,130,50,13
1991-11-19,109,41,4
1991-11-20,94,41,8
1991-11-21,130,54,12
1991-11-22,130,65,16
1991-11-23,119,51,8
1991-11-24,116,42,8
1991-11-25,108,50,8
1991-11-26,110,50,10
1991-11-27,117,56,8
1991-11-28,111,47,14
1991-11-29,129,55,11
1991-11-30,112,56,1
1991-12-01,102,51,11
1991-12-02,136,60,14
1991-12-03,133,63,14
1991-12-04,134,69,10
1991-12-05,124,53,10
1991-12-06,114,41,17
1991-12-07,132,65,11
1991-12-08,150,70,13
1991-12-09,115,51,13
1991-12-10,139,61,10
1991-12-11,127,61,11
1991-12-12,136,59,15
1991-12-13,114,49,9
1991-12-14,142,68,16
1991-12-15,136,61,13
1991-12-16,136,57,16
1991-12-17,120,50,14
1991-12-18,133,54,19
1991-12-19,137,60,14
1991-12-20,120,45,11
1991-12-21,138,59,11
1991-12-22,135,55,17
1991-12-23,146,69,10
1991-12-24,145,72,12
1991-12-25,128,61,17
1991-12-26,127,53,13
1991-12-27,128,58,15
1991-12-28,122,55,12
1991-12-29,137,67,14
1991-12-30,127,56,14
1991-12-31,117,52,9
1992-01-01,126,56,17
1992-01-02,131,51,14
1992-01-03,145,61,19
1992-01-04,151,52,16
1992-01-05,106,39,13
1992-01-06,150,74,9
1992-01-07,147,76,15
1992-01-08,124,59,14
1992-01-09,136,53,16
1992-01-10,128,55,15
1992-01-11,131,63,15
1992-01-12,136,64,13
1992-01-13,135,69,11
1992-01-14,143,63,17
1992-01-15,143,61,19
1992-01-16,119,45,11
1992-01-17,131,66,8
1992-01-18,116,51,6
1992-01-19,117,57,10
1992-01-20,138,60,13
1992-01-21,125,64,14
1992-01-22,130,53,10
1992-01-23,114,37,10
1992-01-24,131,61,7
1992-01-25,143,68,7
1992-01-26,135,60,12
1992-01-27,128,55,9
1992-01-28,111,53,6
1992-01-29,104,43,9
1992-01-30,120,44,9
1992-01-31,115,49,7
1992-02-01,129,56,13
1992-02-02,129,58,10
1992-02-03,141,60,10
1992-02-04,125,51,12
1992-02-05,87,33,10
1992-02-06,118,49,17
1992-02-07,142,59,11
1992-02-08,123,48,6
1992-02-09,99,39,12
1992-02-10,117,67,9
1992-02-11,119,53,14
1992-02-12,127,58,12
1992-02-13,118,45,8
1992-02-14,119,53,8
1992-02-15,106,37,11
1992-02-16,115,51,9
1992-02-17,118,53,10
1992-02-18,140,49,16
1992-02-19,99,47,9
1992-02-20,124,55,12
1992-02-21,110,56,6
1992-02-22,108,50,7
1992-02-23,137,67,12
1992-02-24,125,51,10
1992-02-25,114,51,12
1992-02-26,125,60,6
1992-02-27,119,55,9
1992-02-28,127,49,12
1992-02-29,105,52,14
1992-03-01,113,50,5
1992-03-02,120,55,12
1992-03-03,122,58,5
1992-03-04,118,52,12
1992-03-05,110,41,13
1992-03-06,99,51,6
1992-03-07,112,40,6
1992-03-08,104,47,6
1992-03-09,125,59,5
1992-03-10,115,64,6
1992-03-11,128,60,8
1992-03-12,119,55,6
1992-03-13,114,43,17
1992-03-14,99,47,13
1992-03-15,99,47,4
1992-03-16,121,52,10
1992-03-17,126,57,6
1992-03-18,109,50,10
1992-03-19,125,54,5
1992-03-20,102,41,7
1992-03-21,122,55,15
1992-03-22,116,51,18
1992-03-23,138,68,10
1992-03-24,101,51,8
1992-03-25,120,42,8
1992-03-26,127,58,9
1992-03-27,95,42,10
1992-03-28,90,36,9
1992-03-29,137,54,9
1992-03-30,115,44,13
1992-03-31,118,50,9
1992-04-01,103,45,5
1992-04-02,116,47,10
1992-04-03,123,56,8
1992-04-04,111,56,8
1992-04-05,112,55,10
1992-04-06,143,65,9
1992-04-07,110,52,9
1992-04-08,114,52,11
1992-04-09,117,54,4
1992-04-10,107,47,2
1992-04-11,99,46,7
1992-04-12,101,30,6
1992-04-13,112,51,10
1992-04-14,124,49,10
1992-04-15,110,49,11
1992-04-16,117,48,8
1992-04-17,120,58,6
1992-04-18,87,46,9
1992-04-19,113,56,11
1992-04-20,116,56,10
1992-04-21,116,46,10
1992-04-22,115,51,8
1992-04-23,136,57,12
1992-04-24,119,57,8
1992-04-25,120,53,10
1992-04-26,102,39,4
1992-04-27,131,62,15
1992-04-28,118,51,8
1992-04-29,118,54,11
1992-04-30,108,44,16
1992-05-01,114,48,4
1992-05-02,111,45,9
1992-05-03,116,45,12
1992-05-04,108,56,10
1992-05-05,108,53,7
1992-05-06,91,43,8
1992-05-07,114,55,8
1992-05-08,130,65,5
1992-05-09,109,49,10
1992-05-10,121,62,6
1992-05-11,112,49,7
1992-05-12,127,52,5
1992-05-13,111,60,9
1992-05-14,108,52,5
1992-05-15,103,40,10
1992-05-16,103,45,8
1992-05-17,114,46,4
1992-05-18,92,40,12
1992-05-19,106,46,8
1992-05-20,116,55,8
1992-05-21,96,43,8
1992-05-22,114,52,7
1992-05-23,105,46,8
1992-05-24,95,47,8
1992-05-25,122,50,11
1992-05-26,88,38,5
1992-05-27,113,54,10
1992-05-28,87,36,7
1992-05-29,126,54,8
1992-05-30,98,38,7
1992-05-31,119,54,16
1992-06-01,115,46,13
1992-06-02,109,51,5
1992-06-03,121,54,9
1992-06-04,125,55,10
1992-06-05,109,52,7
1992-06-06,120,40,7
1992-06-07,96,42,5
1992-06-08,96,38,8
1992-06-09,106,47,6
1992-06-10,107,44,3
1992-06-11,104,42,6
1992-06-12,133,52,6
1992-06-13,113,48,8
1992-06-14,131,54,8
1992-06-15,121,51,10
1992-06-16,105,46,14
1992-06-17,110,42,8
1992-06-18,100,39,14
1992-06-19,112,37,15
1992-06-20,98,37,11
1992-06-21,87,37,5
1992-06-22,106,35,9
1992-06-23,108,44,9
1992-06-24,125,60,14
1992-06-25,102,44,7
1992-06-26,108,48,11
1992-06-27,100,41,3
1992-06-28,87,33,5
1992-06-29,112,52,9
1992-06-30,89,44,8
1992-07-01,130,56,14
1992-07-02,108,40,7
1992-07-03,108,43,10
1992-07-04,95,38,8
1992-07-05,99,43,5
1992-07-06,99,34,10
1992-07-07,112,45,7
1992-07-08,119,56,7
1992-07-09,126,40,13
1992-07-10,98,46,5
1992-07-11,91,46,3
1992-07-12,92,41,6
1992-07-13,110,56,5
1992-07-14,102,33,6
1992-07-15,107,47,11
1992-07-16,101,41,7
1992-07-17,106,48,7
1992-07-18,103,43,7
1992-07-19,99,48,10
1992-07-20,94,35,8
1992-07-21,109,46,8
1992-07-22,101,45,7
1992-07-23,95,38,7
1992-07-24,105,42,4
1992-07-25,114,50,8
1992-07-26,97,41,6
1992-07-27,107,46,9
1992-07-28,108,42,8
1992-07-29,103,47,6
1992-07-30,101,42,9
1992-07-31,94,29,9
1992-08-01,104,37,8
1992-08-02,110,45,7
1992-08-03,110,50,8
1992-08-04,118,60,8
1992-08-05,100,42,11
1992-08-06,119,51,11
1992-08-07,100,44,5
1992-08-08,111,54,6
1992-08-09,104,46,5
1992-08-10,110,41,7
1992-08-11,107,42,7
1992-08-12,105,53,1
1992-08-13,102,42,8
1992-08-14,99,46,5
1992-08-15,104,47,9
1992-08-16,105,45,6
1992-08-17,93,38,5
1992-08-18,103,44,2
1992-08-19,105,33,11
1992-08-20,97,45,6
1992-08-21,105,39,3
1992-08-22,135,44,12
1992-08-23,98,38,10
1992-08-24,95,36,7
1992-08-25,103,48,5
1992-08-26,122,50,7
1992-08-27,92,31,8
1992-08-28,109,54,7
1992-08-29,95,49,8
1992-08-30,115,48,3
1992-08-31,116,56,5
1992-09-01,130,44,10
1992-09-02,123,51,9
1992-09-03,101,44,9
1992-09-04,111,50,7
1992-09-05,111,56,8
1992-09-06,111,45,7
1992-09-07,108,48,5
1992-09-08,93,47,4
1992-09-09,118,53,7
1992-09-10,119,49,8
1992-09-11,97,37,7
1992-09-12,118,39,11
1992-09-13,96,47,4
1992-09-14,144,67,8
1992-09-15,104,41,4
1992-09-16,90,47,7
1992-09-17,96,39,5
1992-09-18,115,49,7
1992-09-19,117,52,6
1992-09-20,134,62,10
1992-09-21,119,51,5
1992-09-22,124,59,11
1992-09-23,80,36,3
1992-09-24,122,61,7
1992-09-25,116,59,5
1992-09-26,128,49,6
1992-09-27,110,39,11
1992-09-28,111,45,8
1992-09-29,104,49,7
1992-09-30,112,52,4
1992-10-01,107,46,8
1992-10-02,115,47,4
1992-10-03,106,47,9
1992-10-04,125,57,15
1992-10-05,113,47,11
1992-10-06,113,47,7
1992-10-07,119,48,12
1992-10-08,91,36,8
1992-10-09,115,45,11
1992-10-10,107,42,7
1992-10-11,127,57,14
1992-10-12,112,55,4
1992-10-13,118,45,6
1992-10-14,118,57,11
1992-10-15,101,49,6
1992-10-16,119,54,5
1992-10-17,94,30,10
1992-10-18,107,37,12
1992-10-19,113,51,6
1992-10-20,109,56,7
1992-10-21,108,44,10
1992-10-22,126,40,8
1992-10-23,121,53,9
1992-10-24,115,42,9
1992-10-25,121,57,10
1992-10-26,141,58,9
1992-10-27,107,37,4
1992-10-28,107,48,11
1992-10-29,113,57,6
1992-10-30,151,60,12
1992-10-31,110,44,10
1992-11-01,110,54,12
1992-11-02,88,32,6
1992-11-03,125,61,13
1992-11-04,122,54,9
1992-11-05,121,53,6
1992-11-06,127,61,6
1992-11-07,130,53,5
1992-11-08,110,44,6
1992-11-09,128,57,8
1992-11-10,120,62,8
1992-11-11,117,57,10
1992-11-12,126,59,10
1992-11-13,97,44,9
1992-11-14,116,50,8
1992-11-15,123,53,9
1992-11-16,106,43,5
1992-11-17,118,56,11
1992-11-18,98,42,5
1992-11-19,113,54,7
1992-11-20,120,59,6
